編號,單位,縣市,行政區,行政區域代碼,地址,備註
AP3,草山車業,臺北市,北投區,63000120,臺北市北投區東陽街470號1樓,檢驗站
AP4,德客隆機車行,臺北市,萬華區,63000070,臺北市萬華區西藏路170號1樓,檢驗站
AP5,尚勇車業行,臺北市,松山區,63000010,臺北市松山區八德路4段332號,檢驗站
AP6,嘉駿機車行,臺北市,南港區,63000090,臺北市南港區成福路155號1樓,檢驗站
AP7,翔偉機車行,臺北市,信義區,63000020,臺北市信義區福德街66號,檢驗站
AP8,福星機車行,臺北市,文山區,63000080,臺北市文山區木新路2段123號,檢驗站
AQ0,北大機車材料行,臺北市,士林區,63000110,臺北市士林區中正路411、413號,檢驗站
AQ1,家育車業行,臺北市,南港區,63000090,臺北市南港區成福路200之1號1樓,檢驗站
AQ3,三漾輪業行,臺北市,南港區,63000090,臺北市南港區忠孝東路6段240號1樓,檢驗站
AQ4,合展車業行,臺北市,文山區,63000080,臺北市文山區羅斯福路6段73、75號,檢驗站
AQ5,立偉成有限公司,臺北市,大同區,63000060,臺北市大同區寧夏路127號,檢驗站
AQ6,內湖車業有限公司,臺北市,內湖區,63000100,臺北市內湖區文德路18號,檢驗站
AQ7,法仕德車業有限公司,臺北市,內湖區,63000100,臺北市內湖區新明路363號,檢驗站
AQ8,摩都車業行,臺北市,信義區,63000020,臺北市信義區吳興街378號1樓,檢驗站
AQ9,光明車業有限公司,臺北市,信義區,63000020,臺北市信義區基隆路2段165號,檢驗站
AR0,三光機車行,臺北市,文山區,63000080,臺北市文山區景興路7號1樓,檢驗站
AR1,永景機車材料行,臺北市,士林區,63000110,臺北市士林區中山北路6段405巷79號1樓,檢驗站
AR2,進喆車業行,臺北市,士林區,63000110,臺北市士林區通河東街1段198號1樓,檢驗站
AR3,金里車行,臺北市,萬華區,63000070,臺北市萬華區桂林路244巷57號,檢驗站
AR4,永盛機車行,臺北市,萬華區,63000070,臺北市萬華區環河南路2段300號1樓,檢驗站
AR5,立暉機車行,臺北市,大安區,63000030,臺北市大安區新生南路2段82-1號1樓,檢驗站
AR6,世貿機車材料行,臺北市,信義區,63000020,臺北市信義區松信路162號,檢驗站
AR7,旭順車業行,臺北市,中山區,63000040,臺北市中山區中原街55號,檢驗站
AR8,龍杰車業行,臺北市,文山區,63000080,臺北市文山區木柵路1段206號,檢驗站
AR9,興羨機車行,臺北市,中山區,63000040,臺北市中山區興安街65號,檢驗站
AS1,千豐車業行,臺北市,內湖區,63000100,臺北市內湖區安康路191號,檢驗站
AS2,崇盛機車行,臺北市,大安區,63000030,臺北市大安區瑞安街152號,檢驗站
AS3,雄偉機車行,臺北市,大同區,63000060,臺北市大同區環河北路1段335號,檢驗站
AS5,冠頡車業行,臺北市,內湖區,63000100,臺北市內湖區康樂街200號1樓,檢驗站
AS6,學生機車行有限公司,臺北市,士林區,63000110,臺北市士林區華岡路31之3號1樓,檢驗站
AS7,祥瑞車業行,臺北市,松山區,63000010,台北市松山區光復南路46號,檢驗站
AS8,祥銘機車行,臺北市,南港區,63000090,臺北市南港區興中路80巷14號1樓,檢驗站
AS9,吉全機車行,臺北市,文山區,63000080,臺北市文山區興隆路4段111-2號,檢驗站
AT0,展旗車業行,臺北市,信義區,63000020,台北市信義區松山路225號,檢驗站
AT1,百傑車業行,臺北市,北投區,63000120,臺北市北投區中央北路2段303號,檢驗站
AT2,景隆機車有限公司,臺北市,南港區,63000090,臺北市南港區忠孝東路7段597號,檢驗站
AT3,三之三車業有限公司,臺北市,中正區,63000050,臺北市中正區重慶南路3段56號,檢驗站
AT4,正泓機車行,臺北市,信義區,63000020,臺北市信義區崇德街78號1樓,檢驗站
AT5,伍邦車業,臺北市,南港區,63000090,臺北市南港區忠孝東路6段284號,檢驗站
AT6,豪展機車行,臺北市,內湖區,63000100,臺北市內湖區康寧路1段206號,檢驗站
AT7,大仁機車行,臺北市,信義區,63000020,臺北市信義區莊敬路325巷38號,檢驗站
AT8,政辰車業行,臺北市,信義區,63000020,臺北市信義區信安街184號,檢驗站
AT9,熊大車業行,臺北市,內湖區,63000100,臺北市內湖區內湖路2段114號,檢驗站
AU0,東和機車有限公司,臺北市,內湖區,63000100,臺北市內湖區環山路1段96號,檢驗站
AU1,聖平車業行,臺北市,士林區,63000110,臺北市士林區延平北路6段149號,檢驗站
AU2,英詮機車行,臺北市,中山區,63000040,臺北市中山區北安路656號1樓,檢驗站
AU3,良偉機車行,臺北市,北投區,63000120,臺北市北投區立農街2段284號1樓,檢驗站
AU4,健展車業行,臺北市,北投區,63000120,臺北市北投區中央北路4段479號,檢驗站
AU5,龍騰車業行,臺北市,文山區,63000080,臺北市文山區木柵路1段34號,檢驗站
AU6,致盛國際車業有限公司,臺北市,中正區,63000050,臺北市中正區重慶南路3段130-1、130-2號,檢驗站
AU7,凱聿車業有限公司,臺北市,北投區,63000120,臺北市北投區明德路150巷5號1樓,檢驗站
AU8,振昇機車行,臺北市,北投區,63000120,臺北市北投區中和街241號1樓,檢驗站
AU9,金順機車行,臺北市,北投區,63000120,臺北市北投區育仁路137號1樓,檢驗站
AV0,丞時機車行,臺北市,信義區,63000020,臺北市信義區大道路31號,檢驗站
AV1,禾錡車業行,臺北市,中正區,63000050,臺北市中正區汀州路2段251號,檢驗站
AV2,孟軒機車行,臺北市,文山區,63000080,臺北市文山區木柵路一段180號1樓,檢驗站
AV3,動力羊機車部品開發有限公司,臺北市,內湖區,63000100,臺北市內湖區新明路339號1樓,檢驗站
AV4,鑫勝車業行,臺北市,內湖區,63000100,臺北市內湖區文德路90巷28號1樓,檢驗站
AV5,德興鑫車業行,臺北市,大安區,63000030,臺北市大安區延吉街270號,檢驗站
AV6,辰昶機車行,臺北市,信義區,63000020,臺北市信義區信安街80號,檢驗站
AV7,原馳機車行,臺北市,北投區,63000120,台北市北投區東華街二段14號1樓,檢驗站
AV8,聲豪機車行,臺北市,北投區,63000120,臺北市北投區西安街2段185號1樓,檢驗站
AV9,人豪機車行,臺北市,信義區,63000020,臺北市信義區莊敬路204號1樓,檢驗站
