序號,廠商,名稱,地址,縣市,縣市代碼
312,光捷,台北-義成車行,台北市北投區中央南路一段225巷4號,臺北市,63000
313,光捷,台北-福盛全有限公司,台北市北投區中央南路一段210號,臺北市,63000
314,光捷,台北-環南市場,台北市萬華區環河南路二段245號,臺北市,63000
315,光捷,台北-士林永平街站,台北市士林區永平街39號,臺北市,63000
316,光捷,台北-尚勇機車行,台北市松山區八德路四段332號,臺北市,63000
317,光捷,台北-振昇機車行,台北市北投區中和街241號,臺北市,63000
318,光捷,台北-愛眉山莊,台北市文山區辛亥路四段77巷92弄1號,臺北市,63000
319,光捷,台北-日星車業行,台北市松山區八德路三段198號,臺北市,63000
320,光捷,台北-台灣大學公館平面停車場,台北市大安區羅斯福路四段3號,臺北市,63000
321,光捷,台北-祥光機車行,台北市北投區中央北路四段398號,臺北市,63000
322,光捷,台北-茶咖商行,台北市士林區社中街133號,臺北市,63000
323,光捷,台北-三之三車業,台北市中正區重慶南路三段56號,臺北市,63000
324,光捷,台北-協展機車行,台北市士林區德行東路149號,臺北市,63000
325,光捷,台北-上益車業行,台北市北投區文林北路94巷133號,臺北市,63000
326,光捷,台北-力通機車行,台北市北投區公館路146號,臺北市,63000
327,光捷,台北-OK便利商店內湖金龍店,台北市內湖區內湖路三段60巷10弄1號,臺北市,63000
328,光捷,台北-OK便利商店台北景聯店,台北市信義區吳興街110號,臺北市,63000
329,光捷,台北-OK便利商店萬大店,台北市萬華區萬大路423巷12號,臺北市,63000
330,光捷,台北-OK便利商店北投吉利店,台北市北投區吉利街140號,臺北市,63000
331,光捷,台北-車王二輪社,台北市大安區延吉街64之1號,臺北市,63000
332,光捷,台北-隆發車業,台北市中正區重慶南路三段135號,臺北市,63000
333,光捷,台北-金展機車行,台北市北投區自強街62號,臺北市,63000
334,光捷,台北-弘安重車,台北市中正區汀洲路二段192號,臺北市,63000
335,光捷,台北-大仁車業,台北市信義區松隆路80號,臺北市,63000
336,光捷,台北-裕源車業行,台北市信義區永吉路27號,臺北市,63000
337,光捷,台北-興羨車業,台北市中山區興安街65號,臺北市,63000
338,光捷,台北-日立永大電梯股份有限公司,台北市大安區敦化南路二段63巷54弄6號,臺北市,63000
339,光捷,台北-祐泰電能車業,台北市中山區德惠街202號,臺北市,63000
340,光捷,台北-全益機車行,台北市中山區中山北路二段59巷34號,臺北市,63000
341,光捷,台北-學生機車行,台北市士林區華岡路31之3號,臺北市,63000
342,光捷,台北-國民車鋪,台北市松山區民權東路五段9號,臺北市,63000
343,光捷,台北-大瑩車業行,台北市大同區承德路三段20號,臺北市,63000
344,光捷,台北-南港高工,台北市南港區興中路29號,臺北市,63000
345,光捷,台北-興鈺國際,台北市松山區健康路325巷36號,臺北市,63000
346,光捷,台北-盛鑫電能有限公司,台北市士林區永平街35號,臺北市,63000
347,光捷,台北-中油降2元站加油站,台北市北投區承德路六段359號,臺北市,63000
348,中油,中油信義路站,台北市大安區信義路四段374號,臺北市,63000
349,中油,中油新生北路站,台北市中山區新生北路二段71號,臺北市,63000
350,中油,中油內湖麗山街站,台北市內湖區內湖路一段362號,臺北市,63000
351,中油,中油西湖站,台北市內湖區內湖路一段59號,臺北市,63000
352,中油,中油東湖站,台北市內湖區康寧路三段225號,臺北市,63000
353,中油,中油康寧加油站,台北市內湖區康寧路三段30號,臺北市,63000
354,中油,中油萬隆站,台北市文山區興隆路一段13號,臺北市,63000
355,中油,中油北投加油站,台北市北投區承德路七段384號,臺北市,63000
356,中油,中油民生東路站,台北市松山區三民路126號,臺北市,63000
357,中油,中油復興北路加油站,台北市松山區復興北路31號,臺北市,63000
358,中油,中油中崙站,台北市中山區八德路二段214號,臺北市,63000
359,中油,中油福林站,台北市士林區中山北路五段465號,臺北市,63000
360,中油,中油內湖站,台北市內湖區民權東路六段50號,臺北市,63000
361,中油,中油新生南路站,台北市大安區仁愛路三段1號,臺北市,63000
362,中油,中油南港站,台北市南港區南港路二段50號,臺北市,63000
363,中油,中油汀州路站,台北市中正區汀州路三段1號,臺北市,63000
364,中油,中油富陽街站,台北市大安區富陽街129號,臺北市,63000
365,中油,中油林森北路站,台北市中正區林森北路11號,臺北市,63000
